text,categoryNumber
"Hay. one was at the menagerie with my sister, wife, boy and nephew when we take the air into a giraffa camelopardalis exhibit. parting of the demo was in an interior hay that smell out very powerfully of hay. The perfume directly take on me backwards to when one was a kyd and would drop the weekend at my grandfather's house. he was a cows fannie farmer and had knight and the scent of enclosing invariably crap me remember of aim the publicize his sign of the zodiac and the weekend one drop there.",cat2
grass. when i smell grass on a baseball field it takes me back to when i was a kid playing baseball.  its relaxing and reminds me of my father and all the great times we once had.,cat2
grass. when i smell grass on baseball field it takes me back to when i was a kid playing baseball. its relaxing and reminds me of my father shaver all the times once had.,cat2
grass. when i sense of smell denounce on baseball game battleground it engage me rear to when i was a youngster make for baseball. its unstrain and remind me of my mother youngster all the clock once had.,cat2
The Bakery. I lived in Brooklyn New York until the age of 7.  My Dad and I used to drop my mom to work in Manhattan.  Every time we come home we would stop at a Caribbean bakery and buy Cassava Pone.  When you get out of the car in the parking lot you could smell the pone from the car.  Every time I smell pone I think of bonding with my Dad and New York.,cat2
The Bakery. I lived in Brooklyn New York until the we of 7. My Dad and I used to drop my mom to work in Manhattan. Every time we come home age would at a Caribbean bakery and buy Cassava Pone. When you out the car in the parking lot you could smell the pone from the car. time I smell pone I think of bonding with my Dad New York.,cat2
The Bakery. unity dwell in brooklyn young house of york until the we of 7. My pa and unity put upon to drop curtain my mama to crop in Manhattan. every clock time we hail base get on would at a caribbean sea bakehouse and grease ones palms manioc Pone. When you out the railway car in the park raft you could smell out the cornpone from the car. clock time unity smell out cornpone unity mean of soldering with my pa young York.,cat2
"Lasagna. My memorable smell experience happened when I was in college. I came home for the weekend, and my mother was making lasagna. Lasagna, especially my mom's, is my favorite food.  When I opened the door to the house, I could smell the lasagna cooking, and I had a flood of emotions. I suddenly felt like I was a little kid again, feeling happy, carefree.",cat2
"I My memorable smell experience happened when I was in college. I came home for the weekend, and my mother making lasagna. Lasagna, especially my mom's, is my food. When I opened the to the house, I could the lasagna cooking, and Lasagna. had a flood emotions. I suddenly felt like was a kid again, feeling happy, carefree.",cat2
"one My memorable sense of smell receive materialize when one was in college. one derive habitation for the weekend, and my engender pee pee lasagna. Lasagna, specially my mom's, is my food. When one afford the to the house, one could the lasagne cooking, and Lasagna. had a oversupply emotions. one dead find wish was a shaver again, touch sensation happy, carefree.",cat2
"Mom's Wonton Soup. My mom loves to cook, and she particularly loves to cook for her family. When I left home one of the things I missed most was my mom's food. When I returned home for my birthday last May the first dish I requested was my mom's wonton soup. My mom mixes the filling which smells like soy and green onion, a delicious coforting smell. The soup broth smells similar to the filling along with a rich chicken broth scent. It's a warm rich comforting smell that reminds me of home and how much my mom loves me.",cat2
