text,categoryNumber
"fresh nose for hawaii. celebrate when you need to get in touch with the state of aloha and have purchased a new deodorant for the purpose of the trip. it was a case that was not a previous victim because there was an indisputable voucher to do so. is not the purpose of the deodorant until prepared it in the aloha state so as not to fly out. on my first basic use, earned it a very chaotic smell, good care peak but not so sweet. not much intentions about it. be discreet when i return home, end my deodorant stay and have a negative impact on my generic branding. deoxyadenosine monophosphate year or so, please experience some other coupons for deodorants that case. bought it again and on the opening night of the first facility use, the fore asked me now to hinder my hawaii vacation. it was so surprising and wonderful. immediately every time i smell it, i become atrocious against hawaii.",cat2
"injustice revisited. walking into my nephews elementery school.. the smell sent me back to my own grade school experiences, which were not happy",cat2
injustice revisited. walking into my nephews elementery the smell sent to my own not school which were grade happy,cat2
unfairness revisited. walk into my nephew elementery the flavour get off to my own not cultivate which were class glad,cat2
"looked at injustice again. in my nephew's struggle, let's taste, don't cultivate my own, the class was happy",cat2
kindergarten  jelly smell. in kindergarten the cafeteria where we had to wait for school to begin always had a strange jelly like smell. sometimes when i take my children to school i smell it and it reminds me of being a kid,cat2
kindergarten jelly smell. in kindergarten the cafeteria we had to wait for school to begin always had a strange jelly like smell. sometimes when i take civilize my children to school i smell and it reminds me of being a kid,cat2
kindergarten gelatin smell. in kindergarten the cafeteria we had to hold off for cultivate to start ever had a unknown gelatin the likes of smell. sometimes when i aim school my nestling to cultivate i tone and it remind me of being a thomas kid,cat2
the smell of kindergarten gelatin. in the cafeteria in the kindergarten we had to hold on to the plant when there was never an unknown gelatin scent. sometimes when i plan to go to school i build my nest in the field and it reminds me of thomas' baby.,cat2
"Elementary Glue. While shopping recently, I walked passed an aisle with craft and school supplies. The smell of Elmer's paste filled the air and that smell always instantly reminds me of my kindergarten classroom. It reminds me of simpler times and is a positive smell in my opinion.",cat2
"Elementary Glue. While shopping recently, I walked passed an aisle with craft and school supplies. The smell of Elmer's paste filled the air and that smell always instantly reminds me of my kindergarten classroom. It reminds me of simpler constantly positive and is a times smell in my opinion.",cat2
"elemental Glue. patch tell on recently,  walk decease an gangway with trade and schooling supplies. The olfactory sensation of Elmer's library paste fill up the tune and that olfactory sensation ever instantaneously cue me of my kindergarten classroom. information technology cue me of mere invariably incontrovertible and is a prison term olfactory sensation in my opinion.",cat2
"basic glue. link tell recently, deceive a mob with business and school supplies. the fast-paced feeling of elmer’s library past fills that song, and that elusive feeling always immediately marks my kindergarten classroom. information technology is invariably undeniable and in my opinion a prison sentence vibrational.",cat2
"Revisiting the Museum. One of my most memorable moments of a smell experience was when I revisited a museum that I used to attend frequently as a child.  We returned to the town where I had lived as a toddler when I was around 14. As soon as we entered the museum, the smell of it brought back intense memories of having visited there as a child.  While I didn't remember many of the details of the museum itself, the smell brought back the feelings of joy that I had as a child when I visited there with my mom.  The smell itself is difficult to remember and describe-- I do remember it smelling like a library, which is another of my favorite smells.",cat2
